STATE,REGION,OFFENCE CATEGORY,OFFENCE SUBCATEGORY,NUMBER
IMO,SOUTH EAST,OFFENCES AGAINST LAWFUL AUTH,PERJURY,0
IMO,SOUTH EAST,OFFENCES AGAINST LAWFUL AUTH,BRIBERY & CORRUPTION,0
IMO,SOUTH EAST,OFFENCES AGAINST LAWFUL AUTH,ESCAPE FROM CUSTODY,0
IMO,SOUTH EAST,OFFENCES AGAINST LAWFUL AUTH,OTHER OFFENCE AGAINST LAWFUL AUTH,0
JIGAWA,NORTH WEST,OFFENCES AGAINST PROPERTY,ARMED ROBBERY,44
JIGAWA,NORTH WEST,OFFENCES AGAINST PROPERTY,WOUNDING WITH MENACE,0
JIGAWA,NORTH WEST,OFFENCES AGAINST PROPERTY,THEFT /STEALING,150
JIGAWA,NORTH WEST,OFFENCES AGAINST PROPERTY,BURGLARY,1
JIGAWA,NORTH WEST,OFFENCES AGAINST PROPERTY,HOUSE BREAKING,41
JIGAWA,NORTH WEST,OFFENCES AGAINST PROPERTY,STORE BREAKING,0
JIGAWA,NORTH WEST,OFFENCES AGAINST PROPERTY,FALSE PRETENCE & CHEATING/ FRAUD,15
JIGAWA,NORTH WEST,OFFENCES AGAINST PROPERTY,FORGERY,0
JIGAWA,NORTH WEST,OFFENCES AGAINST PROPERTY,RECEIVING STOLEN PROPERTY,7
JIGAWA,NORTH WEST,OFFENCES AGAINST PROPERTY,UNLAWFUL POSSESS,7
JIGAWA,NORTH WEST,OFFENCES AGAINST PROPERTY,ARSON,5
JIGAWA,NORTH WEST,OFFENCES AGAINST PROPERTY,OTHER OFFENCE AGAINST PROPERTY,127
JIGAWA,NORTH WEST,OFFENCES AGAINST PERSONS,MURDER,62
JIGAWA,NORTH WEST,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,0
JIGAWA,NORTH WEST,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,4
JIGAWA,NORTH WEST,OFFENCES AGAINST PERSONS,SUICIDE,2
JIGAWA,NORTH WEST,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,0
JIGAWA,NORTH WEST,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,56
JIGAWA,NORTH WEST,OFFENCES AGAINST PERSONS,ASSAULT,28
JIGAWA,NORTH WEST,OFFENCES AGAINST PERSONS,CHILD STEALING,0
JIGAWA,NORTH WEST,OFFENCES AGAINST PERSONS,SLAVE DEALING,0
JIGAWA,NORTH WEST,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,83
JIGAWA,NORTH WEST,OFFENCES AGAINST PERSONS,KIDNAPPING,5
JIGAWA,NORTH WEST,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,15
JIGAWA,NORTH WEST,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,90
JIGAWA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,FORGERY OF CURRENCY,0
JIGAWA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,COINING OFFENCE,5
JIGAWA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,GAMBLING,5
JIGAWA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,BREACH OF PEACE,20
JIGAWA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,PERJURY,0
JIGAWA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,BRIBERY & CORRUPTION,0
JIGAWA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,ESCAPE FROM CUSTODY,2
JIGAWA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,OTHER OFFENCE AGAINST LAWFUL AUTH,15
KADUNA,NORTH WEST,OFFENCES AGAINST PROPERTY,ARMED ROBBERY,67
KADUNA,NORTH WEST,OFFENCES AGAINST PROPERTY,WOUNDING WITH MENACE,0
KADUNA,NORTH WEST,OFFENCES AGAINST PROPERTY,THEFT /STEALING,133
KADUNA,NORTH WEST,OFFENCES AGAINST PROPERTY,BURGLARY,0
KADUNA,NORTH WEST,OFFENCES AGAINST PROPERTY,HOUSE BREAKING,40
KADUNA,NORTH WEST,OFFENCES AGAINST PROPERTY,STORE BREAKING,43
KADUNA,NORTH WEST,OFFENCES AGAINST PROPERTY,FALSE PRETENCE & CHEATING/ FRAUD,309
KADUNA,NORTH WEST,OFFENCES AGAINST PROPERTY,FORGERY,43
KADUNA,NORTH WEST,OFFENCES AGAINST PROPERTY,RECEIVING STOLEN PROPERTY,27
KADUNA,NORTH WEST,OFFENCES AGAINST PROPERTY,UNLAWFUL POSSESS,29
KADUNA,NORTH WEST,OFFENCES AGAINST PROPERTY,ARSON,0
KADUNA,NORTH WEST,OFFENCES AGAINST PROPERTY,OTHER OFFENCE AGAINST PROPERTY,3
KADUNA,NORTH WEST,OFFENCES AGAINST PERSONS,MURDER,128
KADUNA,NORTH WEST,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,0
KADUNA,NORTH WEST,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,0
KADUNA,NORTH WEST,OFFENCES AGAINST PERSONS,SUICIDE,0
KADUNA,NORTH WEST,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,0
KADUNA,NORTH WEST,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,47
KADUNA,NORTH WEST,OFFENCES AGAINST PERSONS,ASSAULT,26
KADUNA,NORTH WEST,OFFENCES AGAINST PERSONS,CHILD STEALING,0
KADUNA,NORTH WEST,OFFENCES AGAINST PERSONS,SLAVE DEALING,0
KADUNA,NORTH WEST,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,95
KADUNA,NORTH WEST,OFFENCES AGAINST PERSONS,KIDNAPPING,64
KADUNA,NORTH WEST,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,25
KADUNA,NORTH WEST,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,0
KADUNA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,FORGERY OF CURRENCY,0
KADUNA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,COINING OFFENCE,0
KADUNA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,GAMBLING,2
KADUNA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,BREACH OF PEACE,0
KADUNA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,PERJURY,0
KADUNA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,BRIBERY & CORRUPTION,0
KADUNA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,ESCAPE FROM CUSTODY,2
KADUNA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,OTHER OFFENCE AGAINST LAWFUL AUTH,0
KANO,NORTH WEST,OFFENCES AGAINST PROPERTY,ARMED ROBBERY,36
KANO,NORTH WEST,OFFENCES AGAINST PROPERTY,WOUNDING WITH MENACE,4
KANO,NORTH WEST,OFFENCES AGAINST PROPERTY,THEFT /STEALING,1385
KANO,NORTH WEST,OFFENCES AGAINST PROPERTY,BURGLARY,8
KANO,NORTH WEST,OFFENCES AGAINST PROPERTY,HOUSE BREAKING,135
KANO,NORTH WEST,OFFENCES AGAINST PROPERTY,STORE BREAKING,137
KANO,NORTH WEST,OFFENCES AGAINST PROPERTY,FALSE PRETENCE & CHEATING/ FRAUD,699
KANO,NORTH WEST,OFFENCES AGAINST PROPERTY,FORGERY,10
KANO,NORTH WEST,OFFENCES AGAINST PROPERTY,RECEIVING STOLEN PROPERTY,199
KANO,NORTH WEST,OFFENCES AGAINST PROPERTY,UNLAWFUL POSSESS,213
KANO,NORTH WEST,OFFENCES AGAINST PROPERTY,ARSON,22
KANO,NORTH WEST,OFFENCES AGAINST PROPERTY,OTHER OFFENCE AGAINST PROPERTY,466
KANO,NORTH WEST,OFFENCES AGAINST PERSONS,MURDER,124
KANO,NORTH WEST,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,0
KANO,NORTH WEST,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,3
KANO,NORTH WEST,OFFENCES AGAINST PERSONS,SUICIDE,4
KANO,NORTH WEST,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,1
KANO,NORTH WEST,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,452
KANO,NORTH WEST,OFFENCES AGAINST PERSONS,ASSAULT,414
KANO,NORTH WEST,OFFENCES AGAINST PERSONS,CHILD STEALING,0
KANO,NORTH WEST,OFFENCES AGAINST PERSONS,SLAVE DEALING,0
KANO,NORTH WEST,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,237
KANO,NORTH WEST,OFFENCES AGAINST PERSONS,KIDNAPPING,43
KANO,NORTH WEST,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,97
KANO,NORTH WEST,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,727
KANO,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,FORGERY OF CURRENCY,5
KANO,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,COINING OFFENCE,3
KANO,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,GAMBLING,56
KANO,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,BREACH OF PEACE,183
KANO,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,PERJURY,0
KANO,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,BRIBERY & CORRUPTION,0
KANO,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,ESCAPE FROM CUSTODY,4
KANO,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,OTHER OFFENCE AGAINST LAWFUL AUTH,38
KATSINA,NORTH WEST,OFFENCES AGAINST PROPERTY,ARMED ROBBERY,98
KATSINA,NORTH WEST,OFFENCES AGAINST PROPERTY,WOUNDING WITH MENACE,29
KATSINA,NORTH WEST,OFFENCES AGAINST PROPERTY,THEFT /STEALING,498
KATSINA,NORTH WEST,OFFENCES AGAINST PROPERTY,BURGLARY,5
KATSINA,NORTH WEST,OFFENCES AGAINST PROPERTY,HOUSE BREAKING,7
KATSINA,NORTH WEST,OFFENCES AGAINST PROPERTY,STORE BREAKING,11
KATSINA,NORTH WEST,OFFENCES AGAINST PROPERTY,FALSE PRETENCE & CHEATING/ FRAUD,101
KATSINA,NORTH WEST,OFFENCES AGAINST PROPERTY,FORGERY,23
KATSINA,NORTH WEST,OFFENCES AGAINST PROPERTY,RECEIVING STOLEN PROPERTY,1
KATSINA,NORTH WEST,OFFENCES AGAINST PROPERTY,UNLAWFUL POSSESS,19
KATSINA,NORTH WEST,OFFENCES AGAINST PROPERTY,ARSON,6
KATSINA,NORTH WEST,OFFENCES AGAINST PROPERTY,OTHER OFFENCE AGAINST PROPERTY,104
KATSINA,NORTH WEST,OFFENCES AGAINST PERSONS,MURDER,52
KATSINA,NORTH WEST,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,5
KATSINA,NORTH WEST,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,25
KATSINA,NORTH WEST,OFFENCES AGAINST PERSONS,SUICIDE,23
KATSINA,NORTH WEST,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,2
KATSINA,NORTH WEST,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,22
KATSINA,NORTH WEST,OFFENCES AGAINST PERSONS,ASSAULT,150
KATSINA,NORTH WEST,OFFENCES AGAINST PERSONS,CHILD STEALING,15
KATSINA,NORTH WEST,OFFENCES AGAINST PERSONS,SLAVE DEALING,10
KATSINA,NORTH WEST,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,2
KATSINA,NORTH WEST,OFFENCES AGAINST PERSONS,KIDNAPPING,30
KATSINA,NORTH WEST,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,58
KATSINA,NORTH WEST,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,208
KATSINA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,FORGERY OF CURRENCY,1
KATSINA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,COINING OFFENCE,0
KATSINA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,GAMBLING,0
KATSINA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,BREACH OF PEACE,5
KATSINA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,PERJURY,0
KATSINA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,BRIBERY & CORRUPTION,0
KATSINA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,ESCAPE FROM CUSTODY,7
KATSINA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,OTHER OFFENCE AGAINST LAWFUL AUTH,45
KEBBI,NORTH WEST,OFFENCES AGAINST PROPERTY,ARMED ROBBERY,30
KEBBI,NORTH WEST,OFFENCES AGAINST PROPERTY,WOUNDING WITH MENACE,0
KEBBI,NORTH WEST,OFFENCES AGAINST PROPERTY,THEFT /STEALING,27
KEBBI,NORTH WEST,OFFENCES AGAINST PROPERTY,BURGLARY,0
KEBBI,NORTH WEST,OFFENCES AGAINST PROPERTY,HOUSE BREAKING,2
KEBBI,NORTH WEST,OFFENCES AGAINST PROPERTY,STORE BREAKING,1
KEBBI,NORTH WEST,OFFENCES AGAINST PROPERTY,FALSE PRETENCE & CHEATING/ FRAUD,20
KEBBI,NORTH WEST,OFFENCES AGAINST PROPERTY,FORGERY,0
KEBBI,NORTH WEST,OFFENCES AGAINST PROPERTY,RECEIVING STOLEN PROPERTY,5
KEBBI,NORTH WEST,OFFENCES AGAINST PROPERTY,UNLAWFUL POSSESS,9
KEBBI,NORTH WEST,OFFENCES AGAINST PROPERTY,ARSON,5
KEBBI,NORTH WEST,OFFENCES AGAINST PROPERTY,OTHER OFFENCE AGAINST PROPERTY,7
KEBBI,NORTH WEST,OFFENCES AGAINST PERSONS,MURDER,55
KEBBI,NORTH WEST,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,0
KEBBI,NORTH WEST,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,0
KEBBI,NORTH WEST,OFFENCES AGAINST PERSONS,SUICIDE,0
KEBBI,NORTH WEST,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,0
KEBBI,NORTH WEST,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,7
KEBBI,NORTH WEST,OFFENCES AGAINST PERSONS,ASSAULT,0
KEBBI,NORTH WEST,OFFENCES AGAINST PERSONS,CHILD STEALING,0
KEBBI,NORTH WEST,OFFENCES AGAINST PERSONS,SLAVE DEALING,0
KEBBI,NORTH WEST,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,15
KEBBI,NORTH WEST,OFFENCES AGAINST PERSONS,KIDNAPPING,8
KEBBI,NORTH WEST,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,3
KEBBI,NORTH WEST,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,0
KEBBI,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,FORGERY OF CURRENCY,4
KEBBI,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,COINING OFFENCE,0
KEBBI,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,GAMBLING,0
KEBBI,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,BREACH OF PEACE,6
KEBBI,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,PERJURY,0
KEBBI,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,BRIBERY & CORRUPTION,0
KEBBI,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,ESCAPE FROM CUSTODY,1
KEBBI,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,OTHER OFFENCE AGAINST LAWFUL AUTH,0
KOGI,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,ARMED ROBBERY,37
KOGI,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,WOUNDING WITH MENACE,0
KOGI,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,THEFT /STEALING,20
KOGI,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,BURGLARY,0
KOGI,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,HOUSE BREAKING,1
KOGI,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,STORE BREAKING,0
KOGI,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,FALSE PRETENCE & CHEATING/ FRAUD,7
KOGI,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,FORGERY,2
KOGI,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,RECEIVING STOLEN PROPERTY,0
KOGI,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,UNLAWFUL POSSESS,22
KOGI,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,ARSON,0
KOGI,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,OTHER OFFENCE AGAINST PROPERTY,22
KOGI,NORTH CENTRAL,OFFENCES AGAINST PERSONS,MURDER,76
KOGI,NORTH CENTRAL,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,0
KOGI,NORTH CENTRAL,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,13
KOGI,NORTH CENTRAL,OFFENCES AGAINST PERSONS,SUICIDE,0
KOGI,NORTH CENTRAL,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,0
KOGI,NORTH CENTRAL,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,0
KOGI,NORTH CENTRAL,OFFENCES AGAINST PERSONS,ASSAULT,0
KOGI,NORTH CENTRAL,OFFENCES AGAINST PERSONS,CHILD STEALING,0
KOGI,NORTH CENTRAL,OFFENCES AGAINST PERSONS,SLAVE DEALING,0
KOGI,NORTH CENTRAL,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,11
KOGI,NORTH CENTRAL,OFFENCES AGAINST PERSONS,KIDNAPPING,46
KOGI,NORTH CENTRAL,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,0
KOGI,NORTH CENTRAL,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,0
KOGI,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,FORGERY OF CURRENCY,2
KOGI,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,COINING OFFENCE,0
KOGI,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,GAMBLING,0
KOGI,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,BREACH OF PEACE,0
KOGI,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,PERJURY,0
KOGI,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,BRIBERY & CORRUPTION,0
KOGI,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,ESCAPE FROM CUSTODY,0
KOGI,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,OTHER OFFENCE AGAINST LAWFUL AUTH,23
KWARA,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,ARMED ROBBERY,80
KWARA,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,WOUNDING WITH MENACE,1
KWARA,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,THEFT /STEALING,253
KWARA,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,BURGLARY,20
KWARA,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,HOUSE BREAKING,36
KWARA,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,STORE BREAKING,18
KWARA,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,FALSE PRETENCE & CHEATING/ FRAUD,20
KWARA,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,FORGERY,5
KWARA,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,RECEIVING STOLEN PROPERTY,8
KWARA,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,UNLAWFUL POSSESS,6
KWARA,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,ARSON,12
KWARA,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,OTHER OFFENCE AGAINST PROPERTY,67
KWARA,NORTH CENTRAL,OFFENCES AGAINST PERSONS,MURDER,78
KWARA,NORTH CENTRAL,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,0
KWARA,NORTH CENTRAL,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,12
KWARA,NORTH CENTRAL,OFFENCES AGAINST PERSONS,SUICIDE,3
KWARA,NORTH CENTRAL,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,1
KWARA,NORTH CENTRAL,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,47
KWARA,NORTH CENTRAL,OFFENCES AGAINST PERSONS,ASSAULT,14
KWARA,NORTH CENTRAL,OFFENCES AGAINST PERSONS,CHILD STEALING,3
KWARA,NORTH CENTRAL,OFFENCES AGAINST PERSONS,SLAVE DEALING,8
KWARA,NORTH CENTRAL,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,16
KWARA,NORTH CENTRAL,OFFENCES AGAINST PERSONS,KIDNAPPING,10
KWARA,NORTH CENTRAL,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,2
KWARA,NORTH CENTRAL,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,85
KWARA,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,FORGERY OF CURRENCY,3
KWARA,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,COINING OFFENCE,0
KWARA,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,GAMBLING,0
KWARA,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,BREACH OF PEACE,11
KWARA,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,PERJURY,4
KWARA,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,BRIBERY & CORRUPTION,1
KWARA,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,ESCAPE FROM CUSTODY,1
KWARA,NORTH CENTRAL,OFFENCES AGAINST LAWFUL AUTH,OTHER OFFENCE AGAINST LAWFUL AUTH,5
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST PROPERTY,ARMED ROBBERY,370
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST PROPERTY,WOUNDING WITH MENACE,77
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST PROPERTY,THEFT /STEALING,12724
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST PROPERTY,BURGLARY,1213
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST PROPERTY,HOUSE BREAKING,668
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST PROPERTY,STORE BREAKING,417
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST PROPERTY,FALSE PRETENCE & CHEATING/ FRAUD,5623
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST PROPERTY,FORGERY,403
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST PROPERTY,RECEIVING STOLEN PROPERTY,233
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST PROPERTY,UNLAWFUL POSSESS,764
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST PROPERTY,ARSON,222
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST PROPERTY,OTHER OFFENCE AGAINST PROPERTY,2275
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST PERSONS,MURDER,216
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,11
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,43
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST PERSONS,SUICIDE,47
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,5
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,6523
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST PERSONS,ASSAULT,8236
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST PERSONS,CHILD STEALING,65
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST PERSONS,SLAVE DEALING,41
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,441
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST PERSONS,KIDNAPPING,98
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,269
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,2931
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,FORGERY OF CURRENCY,23
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,COINING OFFENCE,13
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,GAMBLING,72
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,BREACH OF PEACE,6183
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,PERJURY,35
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,BRIBERY & CORRUPTION,4
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,ESCAPE FROM CUSTODY,18
LAGOS STATE,SOUTH WEST,OFFENCES AGAINST LAWFUL AUTH,OTHER OFFENCE AGAINST LAWFUL AUTH,712
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,ARMED ROBBERY,29
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,WOUNDING WITH MENACE,0
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,THEFT /STEALING,0
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,BURGLARY,0
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,HOUSE BREAKING,121
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,STORE BREAKING,45
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,FALSE PRETENCE & CHEATING/ FRAUD,144
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,FORGERY,4
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,RECEIVING STOLEN PROPERTY,54
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,UNLAWFUL POSSESS,3
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,ARSON,20
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST PROPERTY,OTHER OFFENCE AGAINST PROPERTY,61
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST PERSONS,MURDER,51
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,0
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,10
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST PERSONS,SUICIDE,3
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,0
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,162
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST PERSONS,ASSAULT,112
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST PERSONS,CHILD STEALING,0
NASARAWA,NORTH CENTRAL,OFFENCES AGAINST PERSONS,SLAVE DEALING,0
